,rating,title,comment,date,country
1265,5.0,Much better than an expensive calculator,"I lost my $80 HP calculator and decided to buy a cheaper one. Found this on Amazon and cant be happier about it. The shipping was fast. I got it 36 hours after placing my order. The calculator is handy and have basic functions. I am a grad student and I use it for my Statistics class, awesome product. And did I tell you it is Solar so you don't need battery","February 6, 2013",the United States
1266,5.0,She's not failing,not sure how it's working but she is not failing and not complaining.,"October 23, 2019",the United States
1267,5.0,School Supplies-Scientific Calculator,It is a great product.  It really works great for basic college Chemistry or Biology class.,"October 6, 2015",the United States
1268,5.0,Works great for our Jr,Works great for our Jr. High daughter and her math class. The fact that it's pink completely helps too ;),"November 12, 2014",the United States
1269,5.0,Perfect for HS,This is just what my teen needed for school this year at a fraction of the stores costs!,"November 2, 2015",the United States
1270,5.0,My daughter loves it,I guess all these simple TI Scientific calcs are pretty much the same.The color (PINK) is the most important for my 12 years old.All her friends envy her,"November 3, 2011",the United States
1271,5.0,Practicial and reliable,Gift for my mom as she works with kids.  Will def. help her and came in great time!,"December 18, 2015",the United States
1272,5.0,Problem fixed!,My problem was fixed and I am very satisfied.  I am a happy customer!! Job well done!Jonathan A. Borsky,"February 10, 2014",the United States
1273,5.0,Five Stars,I got it for my daughter for 6th grade and so far she loves it and no complaints.,"September 9, 2017",the United States
1274,5.0,Works great,Very easy to use,"January 6, 2022",the United States
1275,5.0,6 Sugma Master,"It's nice to be a nerd again! Seriously, great 6 Sigma Calculator!","July 14, 2017",the United States
1276,5.0,Perfect for school,Perfect for school !,"September 9, 2018",the United States
1277,5.0,Five Stars,content.,"May 18, 2018",the United States
1278,5.0,Good color choices and great deal,Thank you.  My 11 year old loves it for school.  Good color choices and great deal.,"December 7, 2015",the United States
1279,5.0,nice calc,looks cool bc its white,"October 30, 2019",the United States
1280,5.0,Good. It's a standard calculator,"Good.  It's a standard calculator, it hasn't let me down yet.","January 21, 2018",the United States
1281,5.0,Good price for a scientific calculator,Good price for a scientific calculator. Product did not have any scratches which is always a plus for used items.,"September 26, 2016",the United States
1282,5.0,N/A,N/A,"November 27, 2019",the United States
1283,5.0,Nicw,"Great product! if you want to write notes on it, remember sharpie doesn’t come off.","January 6, 2020",the United States
1284,5.0,These are great! my 6th grader and 7th grader love them ...,These are great! my 6th grader and 7th grader love them for school. They are what they need and the price was reasonable.,"March 4, 2015",the United States
1285,5.0,Wonderful Instrument - simple and elegant.,"I really enjoy the ease of use this calculator offers, and for the price - it is the best calculator you can get, in my opinion.","May 28, 2013",the United States
1286,5.0,Five Stars,This is the perfect calculator for geometry class.,"February 21, 2017",the United States
1287,5.0,great,great calculator for my class i like the simple and easy use. good quality for the price. will recommend in the future,"January 29, 2013",the United States
1288,5.0,Yep,It calculates as expected...,"December 26, 2018",the United States
1289,5.0,Nice product,My son has it for Algebra class. Good price.,"November 12, 2018",the United States
1290,5.0,Great  Calculator,"Had this when i was in college, bought one for my brother when he needed one simple and designed never change (didnt need too).","September 19, 2011",the United States
1291,5.0,Good buy for the buck,"No problems, works like a charm plus Amazon was the cheapest place where I could find this calculator for my daughter.","March 7, 2018",the United States
1292,5.0,Love the price,Product delivered as described.  Love the price.  So much better than the big box stores.,"August 27, 2015",the United States
1293,5.0,Five Stars,As expected.,"March 27, 2018",the United States
1294,5.0,I hate math,This thing sure does calculate numbers correctly!,"May 11, 2017",the United States
1295,5.0,Works great and at great price and my daughter loves the pink color.,My daughter needed a TI calculator for school.  She loves this pink one.  My son has used this model (different color) for 2 years no without any problems.  Would definitely buy again.,"October 11, 2014",the United States
1296,5.0,Easy to use,This calculator has lots of features but is still easy to navigate.  The screen is very clear and easy to see.,"October 13, 2013",the United States
1297,5.0,Happy customer! A+,Excellent calculator! Perfect for my daughter who is a junior in high school!Great price and fast shipping!,"October 11, 2015",the United States
1298,5.0,Great Calculator!!! I really like the white and silver combo,Simple packaging and I needed this for class!!! Great calculator in general.,"November 11, 2017",the United States
1299,5.0,Five Stars,Good quality scientific calculator.,"August 19, 2017",the United States
1300,5.0,Five Stars,Fast shipping great price,"September 17, 2017",the United States
1301,5.0,works and looks pretty,daughter loves it.  works as expected.  pink is a nice color.  helps to keep hers separate from others,"October 18, 2014",the United States
1302,5.0,Five Stars,Works very well.  Lightweight!,"October 11, 2017",the United States
1303,5.0,Un buen precio,Exelente,"October 15, 2019",the United States
1304,5.0,Good buy,Works great,"March 26, 2020",the United States
1305,5.0,My middle schooler kid likes it,"I haven’t used the product, bought it for my 6th grader kid. She absolutely likes this calculator and it’s very useful for her maths sessions","February 3, 2020",the United States
1306,5.0,Five Stars,MY son used this calculator for 7th grade. Durable and less expensive than in other stores.,"June 22, 2015",the United States
1307,5.0,Five Stars,"A must have for the calculus student, as many teachers refuse graphing calculators.","November 9, 2015",the United States
1308,5.0,Five Stars,Good,"August 12, 2018",the United States
1309,5.0,GREAT BUY,I love it came just like the picture works wonderfully!,"February 22, 2020",the United States
1310,5.0,great for Calc!,"works great, perfect for writing long equations.","September 11, 2017",the United States
1311,5.0,perfect sale,"This is a brand new calculator,I don't expect any problems.It's for my 12yr old so until he starts using it I have nothing negative and hopefully won't in the future.","February 10, 2012",the United States
1312,5.0,Five Stars,It's good for math.,"March 2, 2018",the United States
1313,5.0,Five Stars,cant seem to figure out how to work this. the caculater works but we need detailed instruction manuel,"August 21, 2014",the United States
1314,5.0,It's a calculator,"Truly the classic go-to calculator. If you can't use a graphing calculator, I definitely recommend this one.","October 24, 2015",the United States
1315,5.0,Easy to use,"Very easy to use, dependable, a great calculator!","February 10, 2019",the United States
1316,5.0,Five Stars,It serves the purpose.,"November 13, 2017",the United States
1317,5.0,Five Stars,EXCELLENT,"January 25, 2018",the United States
1318,5.0,Good,All was good,"March 5, 2020",the United States
1319,5.0,... me I have it for a year now and happy with it,This calculator works for me I have it for a year now and happy with it.,"May 8, 2016",the United States
1320,5.0,Nice Calculator,I bought this calculator for my 9 year old for school.  It's a nice calculator for the price.  It's good for any type of use.,"September 5, 2013",the United States
1321,5.0,Perfect for a classroom set.,"I bought these to use for Pre-Calculus tests.  Now I don't have to worry about my students using graphing calculators when I don't want them to.  The students love the pink color -- even the boys.  However, it is a solid pink with no flowers.","January 19, 2013",the United States
1322,5.0,Great calculator for algebra one,Great  calculator for algebra one....my daughter used it for her math class daily.,"September 20, 2015",the United States
1323,5.0,Five Stars,As expected.,"March 6, 2018",the United States
1324,5.0,Great for school and great price,"(from my eighth grade daughter) use in Algebra 1, easy buttons, easy to use, fast...this  is great! (and its pink!) i personally love this calculator.","January 18, 2013",the United States
1325,5.0,Five Stars,Purchased this for my 13 year old for her math class (she loves it).,"May 22, 2016",the United States
1326,5.0,Five Stars,"They arrived on time and was as pictured, described and expected.","July 21, 2016",the United States
1327,5.0,Five Stars,great for 6th grade,"December 24, 2017",the United States
1328,5.0,Works great for Geometry class!,My daughter uses this for school and it works great for her Geometry class.  It has a nice cover that slides over the keys too!,"October 21, 2015",the United States
1329,5.0,Five Stars,"Perfect, just what I needed, definitely recommend, work as expected, buy with confidence","August 4, 2015",the United States
1330,5.0,Great price,If you this calculator for school save yourself some money and buy it it here this is the one most schools use,"October 2, 2013",the United States
1331,5.0,Love the pink color❤️,Exactly what I needed for my math class.,"November 26, 2019",the United States
1332,5.0,This calculator was amazing for someone whose been out of school a long ...,This calculator was amazing for someone whose been out of school a long time! I love love love the color!,"July 28, 2014",the United States
1333,5.0,Works great,Exactly what it looks like. Perfect for high school and college level math classes.,"January 14, 2020",the United States
1334,5.0,"Easy to use, affordable price !!!","Easy to use, affordable price !!!","August 7, 2017",the United States
1335,5.0,Five Stars,perfect thanks,"November 26, 2017",the United States
1336,5.0,Five Stars,Perfect for our needs.,"October 3, 2017",the United States
1337,5.0,Five Stars,perfect thanks,"January 25, 2018",the United States
1338,5.0,Five Stars,Works like a calculator,"January 27, 2018",the United States
1339,5.0,Pretty in pink,"I'm very happy with the calculator, it a nice change in color from the boring black. Works well, and looks great","July 2, 2013",the United States
1340,5.0,perfect for physics and math,works good perfect for physics,"March 11, 2020",the United States
1341,5.0,"Very efficient, inexpensive scientific calculator.  I love it.",Does the job if you don't need graphing.,"April 1, 2017",the United States
1342,5.0,Love the color,Works well. Even after banging it up in my backpack all semester. Love the color.,"June 14, 2016",the United States
1343,5.0,they are wonderful and came brand new in packaging,I got one for me and one for my BF for our chemistry class. they are wonderful and came brand new in packaging.,"February 20, 2017",the United States
1344,5.0,Great,This was exactly what my daughter's teacher asked them to have. It works great!,"March 16, 2019",the United States
1345,5.0,Buy if your teacher says you need it tbh,"Mostly needed for College Alegbra class, since i wasted my money on TI-89 Titanium; yes ""TITANIUM"" just to find out i didn't need it for the semester.","October 2, 2017",the United States
1346,5.0,Pink Calculator,This color was an awesome touch for my daughter's 6th grade year. She loves it.,"September 28, 2015",the United States
1347,5.0,Five Stars,"ugly, but officiant","March 11, 2018",the United States
1348,5.0,Five Stars,"great calculator, came as described &amp; works as expected. We love the color.","December 1, 2015",the United States
1349,5.0,"Yup, it's a calculator.",Performs all the functions of a scientific calculator while looking fabulous.,"October 26, 2015",the United States
1350,5.0,Five Stars,great product works great,"July 31, 2017",the United States
1351,5.0,Yay for Calculators,"I'm not sure which button I hit, but it solved quantum physics. Ummmm, thanks?","February 10, 2016",the United States
1352,5.0,Meets expectations,Daughter loves it and meets class requirements.,"February 5, 2017",the United States
1353,5.0,Five Stars,Gift to engineering college students in my family.,"August 6, 2018",the United States
1354,5.0,Five Stars,Just what you would expect. Texas instruments knows what they r doing.,"April 17, 2016",the United States
1355,5.0,Five Stars,Good calculator,"December 31, 2017",the United States
1356,5.0,smooth ;),likey likey,"January 27, 2019",the United States
1357,5.0,works great..,"just as promised, works great... using it for Greenbelt certification","June 10, 2017",the United States
1358,5.0,School says i need this,This is the only caluclator that our school approves of...must be a good one if they only want you to buy one.,"January 9, 2013",the United States
1359,5.0,Simple and functional,"Simple, functional, exactly what I needed for college since they don't accept graphing calculators.","October 11, 2015",the United States
1360,5.0,Five Stars,Great for most basic calculations in high school math.,"November 23, 2017",the United States
1361,5.0,Five Stars,Just what we needed,"September 13, 2017",the United States
1362,5.0,Great calculator,"Overall great calculator. Does the job, only come about it is sometimes you have to really press the keys. Other than that, would definitely order again.","February 24, 2020",the United States
1363,5.0,Five Stars,great product as always,"December 7, 2017",the United States
1364,5.0,Great,Excellent,"October 6, 2018",the United States
1365,5.0,Love My Pink Calculator,"This calculator is different, because recently i had a test, and it was easy to use. I would totally recommend, i love it.","March 7, 2020",the United States
1366,5.0,Lighting fast at a Great price !,Lighting fast Delivery ! Great price ! Thank you you all saved the school year !,"September 10, 2015",the United States
1367,5.0,Is very good calculator,Good calculator,"January 19, 2020",the United States
1368,5.0,Five Stars,Such a wonderful calculator for a great price. I bought one for 6 of my kids,"November 16, 2015",the United States
1369,5.0,Great product,Very nice and inexpensive! I recieved the calculator in 2 days,"November 12, 2020",the United States
1370,5.0,Five Stars,Wonderful!,"December 27, 2017",the United States
1371,5.0,Definitely best bang for your buck,Fast delivery and it's just what I needed. Definitely best bang for your buck!,"October 2, 2015",the United States
1372,5.0,Excellent starter scientific calculator,Excellent starter scientific calculator. Perfect for training middle schoolers to use a scientific calculator before the more advanced calculators they will see in high school.,"October 9, 2017",the United States
1373,5.0,Cute and good value,I needed this for college algebra and it's a very cute color and does everything I need.,"February 25, 2015",the United States
1374,5.0,Does the job with a little extra work,"A little lacking in what I expected it out do, but there are obvious work around.","November 7, 2016",the United States
1375,5.0,Five Stars,Just what my child needed for math class,"September 25, 2017",the United States
1376,5.0,works great,works great,"January 11, 2019",the United States
1377,5.0,Five Stars,it works as promised.,"October 11, 2017",the United States
1378,5.0,Five Stars,Tried and true. Can't go wrong with a TI-30.,"January 28, 2017",the United States
1379,5.0,Five Stars,Great product! Easy to Use.,"August 12, 2017",the United States
1380,5.0,Does its job,came just in time for class. works,"December 3, 2018",the United States
1381,5.0,"Great calculator, and a much more fun color than ...","Great calculator, and a much more fun color than the blue I used to have. Much cheaper than at the school bookstore or Walgreens!","December 7, 2016",the United States
1382,5.0,"Helped me through the first two years of college math, chemestry, C.E. Intro n all",Perfect for all students.,"May 5, 2020",the United States
1383,5.0,Great use,For a used calculator it's works really well and came on time from delivery.,"October 7, 2015",the United States
1384,5.0,Works great,Works great! Use it for my math class,"March 6, 2017",the United States
1385,5.0,Five Stars,Great product!!,"September 20, 2017",the United States
1386,5.0,Great Pink Calculator,Great calculator. Our daughter needed it for 6th grade math this year &amp; she loved the pink!!:),"August 11, 2014",the United States
1387,5.0,Great,"This is a solid calculator. It does exactly what is says it does, I haven't had any issues with this product.","January 2, 2013",the United States
1388,5.0,Great calculators,Great calculators. I bought these for my girlfriend for her work. She loves them. I hope they never get rid of them in case she needs more in the future.,"March 9, 2013",the United States
1389,5.0,Amazing!,works perfect n so much cheaper than buying one at target(:definately planning on searching for more school supplies! good job u guys,"February 22, 2014",the United States
1390,5.0,It's a great tool. Easy to use,This was a requirement for a math class I took.  It's a great tool.  Easy to use.,"July 10, 2015",the United States
1391,5.0,Five Stars,"Amazing! Works very well, and came exactly as ordered. Very nice product.","March 31, 2017",the United States
1392,5.0,Five Stars,Good product!,"February 9, 2018",the United States
1393,5.0,Five Stars,"My favorite calculator and very, very inexpensive. No batteries needed, awesome.","August 18, 2014",the United States
1394,5.0,Five Stars,Does math superbly. Me not so much.,"April 19, 2017",the United States
1395,5.0,Highly recommended if you're not allowed to use a TI-84 or,It has a two line function which works extremely well and is really helpful. My science classes do not allow me to use a TI-84 or TI-83 so I settled for this. Used it throughout the year and didn't encounter any problems with it. Highly recommended if you're not allowed to use a TI-84 or TI-83,"June 29, 2015",the United States
1396,5.0,It's smarter than I am.,"Simple, solid, and beautiful. Love it.","July 13, 2018",the United States
1397,5.0,Five Stars,As expected.  Thank you.,"August 18, 2017",the United States
1398,5.0,Works well.,It's a TI.,"December 16, 2017",the United States
1399,5.0,Five Stars,"nice color, works great","August 1, 2017",the United States
1400,5.0,Great Calculator from a Trusted Brand,"Good Calculator. It’s two lines allow for decent fraction purposes, especially if you go to a university that doesn’t allow you to use graphing calculators for tests and quizzes and you really stink at fractions like me.","October 11, 2018",the United States
1401,5.0,Buen deal,Muy buena para la escuela,"November 25, 2020",the United States
1402,5.0,It does what it should,This is an item that does what it says it does. Comes in good shape and works well. What more can I say?,"July 17, 2013",the United States
1403,5.0,"It was exactly what we needed and the pricing was perfect,","Thank you.  It was exactly what we needed and the pricing was perfect,","May 7, 2016",the United States
1404,5.0,he was very pleased with it,"Bought this for my grandson for 8th grade  , he was very pleased with it ..","September 17, 2015",the United States
1405,5.0,Five Stars,I usually buy this brand and its a pretty good calculator if you need it for algebra.,"May 1, 2017",the United States
1406,5.0,Highly Recommended,Super cute and good quality at a good price! (In most stores it can be up to $20) I use it for all of my classes and it has never failed me.,"January 31, 2018",the United States
1407,5.0,Five Stars,my daughter uses this and works well,"April 5, 2017",the United States
1408,5.0,Five Stars,"Easy to use, allowed in any ACT or College exam.. Great buy!","February 17, 2017",the United States
1409,5.0,Five Stars,School,"May 29, 2018",the United States
1410,5.0,Five Stars,This calculator is very girly and pretty. It makes math as enjoyable as math can be.,"January 11, 2015",the United States
1411,5.0,Five Stars,great for my 7th grader,"October 17, 2017",the United States
1412,5.0,pretty rad,Purchased for my daughter who likes it because it is pretty rad  It helps her with her ciphering and her gozintas.,"October 17, 2013",the United States
1413,5.0,All works fine.,This is exactly what the schools required for the math lessons. All works fine.,"July 27, 2014",the United States
1414,5.0,Five Stars,"Good product, great price","August 11, 2017",the United States
1415,5.0,great,works as expected,"September 29, 2018",the United States
1416,5.0,👍🏿,👍🏿,"October 7, 2018",the United States
1417,5.0,Five Stars,great product,"November 13, 2017",the United States
1418,5.0,It is good,"Easy to use, pretty much what you expect in a calculator for school. Though I don’t know how should I charge it or replace its batteries...","May 29, 2019",the United States
1419,5.0,Gets he job done for collage students,This is the only scientific calculator I would use,"December 7, 2017",the United States
1420,5.0,Five Stars,my son loves it.,"October 19, 2017",the United States
1421,5.0,Five Stars,"As advertised, works as expected.","March 23, 2017",the United States
1422,5.0,Five Stars,Good calculator.,"September 30, 2017",the United States
1423,5.0,lovely,I has helped my daughter and I both when trying to do homework since math has chabged so much it is a wonderful help Thank you  Live Saver,"October 17, 2011",the United States
1424,5.0,This was perfect and reasonably priced,My son needed a scientific calculator for school. This was perfect and reasonably priced.,"December 23, 2014",the United States
1425,5.0,Worth it!,"7th grader likes it. It's lightweight, and definitely will do the job.","September 28, 2015",the United States
1426,5.0,Satisfied,Satisfied,"September 30, 2018",the United States
1427,5.0,Five Stars,"I am bad at math, this makes it easier. Worth it.","September 28, 2016",the United States
1428,5.0,Glad it came in pink,My daughter needed this for school.  Glad it came in pink.,"September 25, 2016",the United States
1429,5.0,Works great! comes with instructions on how to use it,Works great! comes with instructions on how to use it. The ideal calculator for class when you need a calculator but it can't scientific.,"August 11, 2017",the United States
1430,5.0,Five Stars,Works perfectly. Was a must have for my chemistry class!,"June 1, 2017",the United States
1431,5.0,"works great, no complaints","Brand new, works great, no complaints.","June 26, 2018",the United States
1432,5.0,Five Stars,works well with my daughter,"April 24, 2017",the United States
1433,5.0,Five Stars,Good,"January 15, 2018",the United States
1434,5.0,Recommend,Really pretty pink calculator! Worked amazing.,"June 6, 2019",the United States
1435,5.0,Five Stars,It is what it is.,"October 12, 2017",the United States
1436,5.0,Good quality,Easy to perform. Best for new college math students!,"December 19, 2019",the United States
1437,5.0,Works well,Just what I needed for work. Simple to use.,"November 16, 2016",the United States
1438,5.0,Very efficient!,Everything I needed!,"October 11, 2018",the United States
1439,5.0,Nothing about the three words - middle school math - ...,"Nothing about the three words - middle school math - sounds pleasant.  But this calculator, at least, makes it a little easier.","April 3, 2017",the United States
1440,5.0,Quality,Very useful and easy for standardized tests,"October 7, 2018",the United States
1441,5.0,Five Stars,Great product,"October 16, 2017",the United States
1442,5.0,good price. WORKS GREAT,"As described, good price. WORKS GREAT!","February 22, 2017",the United States
1443,5.0,Five Stars,Came as described.,"August 25, 2017",the United States
1444,5.0,Chemistry I and II required.,Basically the calculator for every chemistry student. Works well and gets the job done.,"December 29, 2014",the United States
1445,5.0,Five Stars,This calculator is great and works as expected to.  Haven't had any issues with it yet.,"August 6, 2014",the United States
1446,5.0,Great product,Perfect for my math class,"August 30, 2018",the United States
1447,5.0,Great price.  Great product,Great price for expected product.  Product was new and in packaging. I'm happy.,"September 16, 2019",the United States
1448,5.0,Five Stars,"Nice size, feels sturdy, basic and easy to use","August 25, 2016",the United States
1449,5.0,Great calculator,The price was very reasonable and using Amazon Prime it arrived very quickly. My daughter was thrilled the color and also with the performance and has been using it in her 8th grade math class without any problems for over a month.,"December 22, 2013",the United States
1450,5.0,Five Stars,"great seller, very good claculator","April 8, 2017",the United States
1451,5.0,Five Stars,Great calculator for my math class at school.,"October 5, 2016",the United States
1452,5.0,... is exactly what I had expected and looks just like the picture,It is exactly what I had expected and looks just like the picture. Works perfectly. Great calculator for a great price.,"November 28, 2017",the United States
1453,5.0,Five Stars,Works great thanks,"August 26, 2017",the United States
1454,5.0,Five Stars,Good product bought for my daughter in middle school. Uses it daily.,"October 15, 2015",the United States
1455,5.0,Great product,Good product. bought it for my son in high school. works great.,"November 27, 2015",the United States
1456,5.0,Five Stars,It does all the calculations that I needed to do and the price was right.,"August 16, 2014",the United States
1457,5.0,It's a calulator.,I was able to do math on this thing.,"January 4, 2020",the United States
1458,5.0,Five Stars,Awesome product,"September 3, 2017",the United States
1459,5.0,Nice School Calculator,I got this for my son because it was on his school's supply list for 6th grade. So far so good.,"September 3, 2013",the United States
1460,5.0,"Good item, worth it","good price, good functionality","September 27, 2018",the United States
1461,5.0,I love this calculator,I have been using this calculator for a few months and it works great. A segment went bad in my old TI calculator and this was a nice replacement.  It is a little bigger but I like the 2 line display to see what I have entered so far. A good product at a good price..,"May 30, 2013",the United States
1462,5.0,Calculator is amazing,Great!,"February 23, 2020",the United States
1463,5.0,Five Stars,Thanks,"September 21, 2017",the United States
1464,5.0,good,work very good but its hard to learn how to work with all of the bottons,"November 6, 2015",the United States
1465,5.0,Love the color.,Great product for 6th grade Algebra!!,"September 21, 2018",the United States
1466,5.0,Great for chemistry,Love it,"January 12, 2020",the United States
1467,5.0,Great calculator,"This is a great calculator in an awesome color, my wife loved it.  Perfect for the math classes she is taking","March 30, 2013",the United States
1468,5.0,Calculates,Works like a calculator should.,"February 18, 2017",the United States
1469,5.0,Makes counting and figuring stuff out easy,Makes counting and figuring stuff out easy,"October 2, 2016",the United States
1470,5.0,It works perfectly! If you are familiar with Caaio ...,"It works perfectly! If you are familiar with Caaio products, it will take you a while to get used to using it! However, it works very well!","September 9, 2014",the United States
1471,5.0,and i love that it's,no complaints! and i love that it's pink,"October 22, 2016",the United States
1472,5.0,Quality scientific calculator for a great price,"Great quality, easy to navigate scientific calculator for my 8th grader.  I like that it has a cover, too.  Highly recommend this product.","September 14, 2015",the United States
1473,5.0,Five Stars,works great,"July 16, 2017",the United States
1474,5.0,Great Calculator,"Its great because it has the features I need for what little math I do.It is non programable so I can use it on tests.Easy to use and easy to read. This purchase was actually a gift for a friend because Ilove mine so much, but I will be buying another one.","October 12, 2013",the United States
1475,5.0,Five Stars,A great device to use that involves with mathematical calculations,"October 12, 2015",the United States
1476,5.0,Five Stars,as expected,"September 12, 2017",the United States
1477,5.0,Five Stars,"Received item as described, thank you!","November 12, 2016",the United States
1478,5.0,Pretty in pink,Exactly what 12 year old needed for pre algebra!  Pretty in pink!,"January 4, 2016",the United States
1479,5.0,Great calculator,Just what we needed for school,"March 14, 2017",the United States
1480,5.0,Calculating Response...,Great basic algebra calculator. Many features and easy to understand.,"December 18, 2015",the United States
1481,5.0,Scientific Calculator,"Just a regular scientific calculator, I personally prefer Texas Instrument products over the other calculator brands as I find them easier to use.","February 8, 2013",the United States
1482,5.0,Great calculator for the price,Purchased this for my 7th grader for her advanced math class.  She picked up on how to use it quickly.,"August 21, 2013",the United States
1483,5.0,This calculator is amazing. Like,"This calculator is amazing. Like, for reals. It works perfectly, the buttons are perfect, the colors are perfect. I love it all. If you are a middle school-high school student and you need a calculator like this, buy this one. It's the best.","July 13, 2016",the United States
1484,5.0,Five Stars,Just what I needed for class,"March 17, 2017",the United States
1485,5.0,Five Stars,As expected,"September 3, 2017",the United States
1486,5.0,Excelente,"Excelente producto y calidad,lo recomiendo","October 14, 2018",the United States
1487,5.0,Great Calculator,Works perfect. Keys have to be pressed with a bit of force to work though. Still a great calculator. It does what it is meant to do.,"December 4, 2014",the United States
1488,5.0,Five Stars,"You know, it's a calculator, it works and it's convenient. Not too big not too small","July 31, 2016",the United States
1489,5.0,Five Stars,Awesome daughter love it,"March 6, 2017",the United States
1490,5.0,Five Stars,"great calculator, good price.","February 25, 2017",the United States
1491,5.0,Five Stars,,"February 20, 2017",the United States
1492,5.0,TI-30X,purchased for my daughter.  she loves it.  item as described.,"October 25, 2015",the United States
1493,5.0,Good buy!,Great calculator for money!,"February 11, 2020",the United States
1494,5.0,Five Stars,Great little calculator that was recommended by my CHE 105 professor.,"September 29, 2015",the United States
1495,5.0,Five Stars,Great!!!,"July 21, 2017",the United States
1496,5.0,Love,Just what I needed for my chemistry class. Love it,"October 8, 2017",the United States
1497,5.0,Works good.,Directions could be clearer,"February 29, 2020",the United States
1498,5.0,Great for school,"TI quality as expected, great for school","September 1, 2018",the United States
1499,5.0,Five Stars,"Perfect for office use.  Not overly complicated and inexpensive, very pleased","November 12, 2014",the United States
1500,5.0,Five Stars,"Item as described, exactly what I want, come it fast and package is good","March 5, 2015",the United States
1501,5.0,Good,Great product. I like the color it’s different.,"September 26, 2019",the United States
1502,5.0,great device,Nice it does everything I need for long range precision rifle calculations,"December 12, 2014",the United States
1503,5.0,"Good quality, fast, and very affordable!","very easy to use and very helpful. i’ve seen a bunch of these at stores but they’re all way too expensive, this is one is priced right and works great!","December 24, 2018",the United States
1504,5.0,nice,nice,"November 1, 2018",the United States
1505,5.0,Five Stars,Perfect product,"June 23, 2017",the United States
1506,5.0,Great item,This is a great item at a great price.  Quick receipt and I like that it came in a color.,"March 17, 2013",the United States
1507,5.0,Strongly Recommend,"I absolutely love it! The color is a nice bright pink, works great!","November 2, 2016",the United States
1508,5.0,Five Stars,Gets me through my classes fine.  No issues with it.,"August 24, 2016",the United States
1509,5.0,Five Stars,excellent price received in 2 days  as promised,"June 13, 2016",the United States
1510,5.0,works great great price,You can't beat the price of these on Amazon will definitely buy again,"March 22, 2015",the United States
1511,5.0,Meet FSA standards.,Meets FSA STandards.,"April 22, 2017",the United States
1512,5.0,I love it... great all the way.,I love it... great all the way.,"April 21, 2017",the United States
1513,5.0,Cool color,Excellent calculator for my teenager.,"October 3, 2016",the United States
1514,5.0,Just what we needed,This is the specific calculator required at our junior high for math classes.  Great price and great calculator!,"May 4, 2015",the United States
1515,5.0,Perfect for school,Perfect for school!  My kids loved that they could pick their own color!,"November 17, 2016",the United States
1516,5.0,Five Stars,Calculator works as it should. Shipping was fast.,"April 16, 2018",the United States
1517,5.0,Five Stars,This what my daughter needed for her class.,"November 9, 2016",the United States
1518,5.0,Perfect!!!,I ordered this for my college math class and it has everything I need!! Great packaging and matches description.,"April 18, 2019",the United States
1519,5.0,Five Stars,It calculates.,"September 4, 2017",the United States
1520,5.0,Basic,It's a scientific calculator. It works. Never have battery issues. Lasts years.,"December 30, 2014",the United States
1521,5.0,Five Stars,works well for price.,"March 31, 2017",the United States
1522,5.0,Good for elementary school,My grandson uses this in elementary school. Excellent calculator for the price.,"September 2, 2018",the United States
1523,5.0,For school,Works great,"November 30, 2019",the United States
1524,5.0,Perfect for basic math and geometry and stuff like that,It's defiantly a calculator. Perfect for basic math and geometry and stuff like that.,"January 23, 2015",the United States
1525,5.0,Five Stars,Very quick shipping and exactly what I needed for my college courses.,"February 18, 2015",the United States
1526,5.0,Nice calculator!,Perfect for a middle schooler!,"March 14, 2019",the United States
1527,5.0,Always a good calculator. I wish I knew where my other ...,Always a good calculator.  I wish I knew where my other one went,"May 30, 2015",the United States
1528,5.0,Nice,A good calculator that I use for chemistry. Does its job.,"October 17, 2015",the United States
1529,5.0,Great,It’s a calculator,"December 27, 2019",the United States
1530,5.0,Five Stars,As advertised,"September 4, 2017",the United States
1531,5.0,Works great,16yr old son needed it for school he’s happy with no complaints,"December 15, 2019",the United States
1532,5.0,Muy buena compra,Muy buena compra,"November 6, 2019",the United States
1533,5.0,Easy to use,still working great for 4 months now.,"April 25, 2017",the United States
1534,5.0,Awesome,Good value,"October 30, 2019",the United States
1535,5.0,Five Stars,Perfect for my math class,"March 6, 2017",the United States
1536,5.0,its good,it works great,"January 30, 2019",the United States
1537,5.0,Good calculator.,"Bought it for my son. It works well, no problem at all.","September 21, 2015",the United States
1538,5.0,Five Stars,Works great! I love solar powered things too!I think we should solar power more stuff.,"October 2, 2016",the United States
1539,5.0,Five Stars,Great price! Just what we needed!,"September 9, 2016",the United States
1540,5.0,Five Stars,"Worked well for my daughter, who was required to have this model for High School.","August 13, 2015",the United States
1541,5.0,Five Stars,Excelente !,"November 8, 2017",the United States
1542,5.0,Five Stars,It was exactly what my daughter needed for school/ Alg1,"September 20, 2016",the United States
1543,5.0,great!,brand new in the package everything is good arrived on time and does what is supposed to do with no problems! cant say anything bad about this product :),"December 7, 2013",the United States
1544,5.0,Good buy,Does what it's suppose to. Would recommend to others.,"November 3, 2015",the United States
1545,5.0,Works fine. thank you,Arrived really quickly!  Works fine.  thank you.,"February 23, 2016",the United States
1546,5.0,Five Stars,Son is happy with it but doesn't like going to school...,"August 25, 2015",the United States
1547,5.0,Five Stars,Good calculator for middle schoolers,"July 28, 2016",the United States
